Hora,Dia,Temperatura,Umidade,Vento,CO,NO2
22,85,23.2,57.2,3.2,4.288,114.0
23,85,23.4,53.9,1.21,4.182,129.2
0,86,25.5,55.4,2.12,4.715,114.2
1,86,25.1,51.3,5.11,3.808,132.8
2,86,22.6,51.5,4.47,4.912,151.7
3,86,28.2,45.8,2.24,3.872,116.8
4,86,32.1,48.5,2.35,5.161,180.2
5,86,31.6,33.9,3.85,4.554,137.1
6,86,31.9,47.5,4.4,3.587,126.4
7,86,32.3,49.9,2.2,3.745,103.7
8,86,29.5,54.0,2.65,2.712,140.2
9,86,28.9,50.0,2.15,2.364,100.2
10,86,26.2,53.9,1.0,1.727,104.5
11,86,25.6,41.4,2.67,2.388,124.2
12,86,26.2,51.9,2.56,2.394,106.8
13,86,26.1,43.8,1.11,0.683,69.7
14,86,22.2,47.3,3.97,2.133,62.5
15,86,20.5,52.9,3.72,1.182,69.0
16,86,20.6,60.2,4.04,1.439,81.2
17,86,21.3,55.5,1.85,1.036,71.9
18,86,17.1,55.0,0.02,2.701,103.8
19,86,15.5,55.2,3.7,2.051,61.7
20,86,19.5,50.6,2.0,3.275,67.0
21,86,19.0,51.6,1.66,3.713,
22,86,21.4,55.7,1.11,4.316,111.3
23,86,23.4,46.1,2.59,3.595,108.1
0,87,24.1,55.7,5.37,3.825,107.1
1,87,29.2,49.3,2.24,4.358,91.5
2,87,28.1,55.7,1.37,5.216,132.1
3,87,29.1,56.1,3.98,4.69,156.5
4,87,30.5,42.5,3.26,5.069,160.9
5,87,27.5,48.8,0.18,5.024,173.7
6,87,32.1,46.1,3.99,3.15,146.7
7,87,29.7,42.0,6.19,3.995,160.0
8,87,30.6,45.6,0.9,3.988,157.3
9,87,26.4,64.3,1.15,2.7,128.5
10,87,24.4,55.7,1.27,2.578,121.2
11,87,27.9,61.2,2.89,2.035,64.5
12,87,25.7,56.4,4.49,1.884,
13,87,21.9,49.7,3.16,1.163,74.7
14,87,20.7,51.9,5.09,1.269,76.1
15,87,23.7,55.8,4.25,1.328,58.1
16,87,18.3,56.7,5.55,0.809,76.2
17,87,23.4,50.1,4.74,1.683,54.6
18,87,18.2,47.0,2.4,3.212,98.7
19,87,21.4,70.0,3.1,1.962,56.2
20,87,20.0,53.3,1.7,2.634,71.3
21,87,22.6,51.6,2.65,2.852,77.1
22,87,21.4,54.2,3.09,3.166,89.2
23,87,23.4,51.8,2.87,,132.9
0,88,25.1,53.1,5.01,4.372,118.8
1,88,24.3,59.2,2.5,4.389,127.1
2,88,29.0,50.7,1.6,5.3,136.9
3,88,27.5,45.9,1.7,5.067,148.0
4,88,28.9,50.5,3.98,4.296,152.2
5,88,27.8,49.3,0.9,3.644,142.2
6,88,24.9,59.7,2.7,4.199,149.7
7,88,29.4,57.0,4.99,3.513,159.4
8,88,34.1,50.3,3.44,3.445,144.5
9,88,30.1,44.6,2.89,2.663,110.6
10,88,27.4,45.6,2.95,2.762,121.3
11,88,25.8,52.3,1.46,2.307,102.8
12,88,25.0,54.2,1.71,1.699,104.8
13,88,24.8,50.7,2.71,0.927,83.0
14,88,20.1,51.6,3.41,1.701,99.0
15,88,23.7,49.9,4.42,1.579,63.5
16,88,22.1,53.3,3.14,1.585,67.0
17,88,21.6,41.6,5.03,0.139,36.4
18,88,20.9,48.2,5.41,1.673,66.1
19,88,20.2,50.8,4.19,2.014,48.1
20,88,22.0,59.4,4.84,2.236,81.2
21,88,22.6,49.1,1.51,3.677,94.7
22,88,21.8,54.4,1.28,,107.4
23,88,22.5,54.4,3.78,3.977,123.8
0,89,25.2,58.9,0.99,4.942,132.8
1,89,29.4,57.5,2.56,4.131,109.9
2,89,25.0,52.2,4.16,4.107,127.7
3,89,25.6,49.9,5.12,4.271,142.7
4,89,29.7,47.8,2.62,4.243,143.5
5,89,29.9,49.8,2.03,4.767,153.6
6,89,30.3,48.7,3.48,3.718,171.5
7,89,30.3,53.7,1.39,4.482,155.3
8,89,28.9,53.4,2.74,2.775,139.5
9,89,31.5,53.5,2.99,4.023,111.3
10,89,24.3,59.0,2.96,3.246,138.6
11,89,24.6,61.9,3.13,1.861,149.2
12,89,24.8,53.2,1.75,2.375,123.9
13,89,20.4,59.4,1.91,1.2,77.6
14,89,22.1,51.6,1.88,1.927,118.5
15,89,24.8,58.5,0.57,1.628,75.5
16,89,20.7,59.1,3.51,0.708,65.7
17,89,20.6,58.9,4.34,0.1,48.0
18,89,17.5,55.2,4.19,1.509,60.7
19,89,18.9,51.0,2.61,2.369,41.0
20,89,19.9,47.1,1.78,3.412,99.9
21,89,20.8,53.6,4.12,2.967,84.0
22,89,25.1,60.1,3.96,,102.6
23,89,24.8,51.0,3.33,3.691,113.2
0,90,22.8,57.1,5.62,3.671,110.5
1,90,26.8,56.2,2.96,4.999,141.7
2,90,28.5,50.0,2.61,3.429,147.3
3,90,30.8,57.3,2.4,4.773,155.0
4,90,32.5,35.7,0.66,4.692,150.6
5,90,27.8,45.5,3.99,4.78,154.9
6,90,28.4,46.9,2.84,3.681,149.8
7,90,27.3,47.7,3.76,3.704,133.5
8,90,28.9,53.0,5.76,3.398,143.1
9,90,29.5,52.6,2.41,2.166,133.1
10,90,29.5,53.1,0.51,2.665,123.0
11,90,26.1,55.1,3.72,1.71,98.5
12,90,24.4,47.9,3.25,2.104,96.7
13,90,24.0,46.7,1.9,1.919,101.2
14,90,20.8,55.7,3.6,1.067,59.2
15,90,25.6,49.2,4.18,0.875,55.3
16,90,17.5,46.9,1.58,1.901,48.9
17,90,20.5,58.7,2.55,1.629,67.8
18,90,24.0,59.8,5.22,1.061,73.5
19,90,20.2,61.7,1.92,1.595,86.9
20,90,20.3,54.8,3.1,2.852,105.8
21,90,20.7,56.9,0.94,2.625,74.7
22,90,22.1,60.2,0.78,4.647,115.2
23,90,26.4,48.9,3.24,3.54,
0,91,20.6,59.4,4.84,3.807,142.8
1,91,29.4,52.6,0.96,4.881,156.1
2,91,24.7,57.2,3.11,4.055,138.1
3,91,28.0,52.5,2.44,3.502,126.9
4,91,28.5,57.9,4.43,4.409,98.4
5,91,31.0,51.8,1.17,4.166,129.1
6,91,26.8,44.5,3.65,3.844,120.7
7,91,30.8,58.0,2.02,,124.6
8,91,33.4,45.2,3.33,3.538,169.5
9,91,25.8,58.5,3.1,3.442,116.2
10,91,27.9,51.2,2.62,2.171,100.8
11,91,25.0,58.4,3.72,1.633,90.3
12,91,25.9,57.9,3.07,0.891,127.9
13,91,23.7,55.0,2.8,1.381,85.1
14,91,21.2,56.2,2.47,1.521,95.1
15,91,22.4,55.4,3.12,1.103,72.4
16,91,24.3,42.6,3.33,1.756,41.8
17,91,19.8,54.7,1.52,1.64,90.4
18,91,21.4,48.0,2.48,1.363,69.6
19,91,17.6,55.6,1.42,2.437,73.6
20,91,18.8,48.7,2.94,2.47,105.1
21,91,22.4,47.4,2.11,3.29,86.5
22,91,25.5,60.4,4.16,3.262,95.5
23,91,24.4,58.0,4.01,3.502,102.1
0,92,24.4,52.7,1.62,4.398,140.1
1,92,26.3,53.0,3.0,4.329,143.3
2,92,25.0,51.3,3.96,5.215,151.3
3,92,29.7,53.9,2.74,5.078,136.2
4,92,31.1,47.3,1.91,4.969,150.1
5,92,28.9,56.3,1.36,,136.5
6,92,29.1,50.0,4.28,2.822,155.6
7,92,30.4,48.8,4.35,3.135,116.7
8,92,28.5,51.6,2.69,2.901,158.9
9,92,28.4,48.5,4.15,2.548,146.0
10,92,31.7,52.1,1.45,2.736,108.6
11,92,25.8,49.6,4.99,2.109,102.6
12,92,24.3,55.1,2.76,1.812,87.4
13,92,22.4,59.4,3.21,1.95,98.2
14,92,24.0,49.2,2.52,1.293,99.1
15,92,21.1,53.0,5.09,1.209,88.7
16,92,19.4,56.5,1.41,1.667,64.2
17,92,22.8,51.0,5.21,1.633,86.2
18,92,22.8,55.5,3.59,2.613,
19,92,19.0,57.1,3.93,2.501,73.2
20,92,16.9,60.3,2.51,1.866,72.5
21,92,23.5,49.9,1.04,3.332,115.2
22,92,21.1,48.9,4.4,3.298,113.9
23,92,25.3,50.9,3.47,,140.6
0,93,21.1,48.8,5.04,3.646,155.2
1,93,28.1,54.4,2.71,4.071,136.7
2,93,25.1,46.7,2.37,4.734,147.2
3,93,30.0,62.7,5.08,4.705,168.6
4,93,29.4,57.7,5.87,4.177,177.6
5,93,27.9,51.7,3.01,,140.7
6,93,29.2,55.6,1.87,4.557,
7,93,31.2,42.5,4.22,3.168,125.4
8,93,29.5,63.8,2.62,3.115,142.3
9,93,29.7,48.1,3.9,2.515,139.7
10,93,31.4,50.0,2.61,3.17,112.5
11,93,23.2,43.8,5.35,1.757,
12,93,28.2,54.0,1.95,1.422,87.4
13,93,23.9,47.3,3.72,0.912,73.3
14,93,20.7,54.3,2.27,2.247,104.4
15,93,18.8,51.6,2.58,1.758,67.0
16,93,20.3,48.5,2.38,1.864,51.6
17,93,22.0,49.4,4.11,1.586,78.0
18,93,19.7,55.2,4.38,,73.0
19,93,23.2,46.6,3.84,1.768,86.7
20,93,17.8,50.9,2.84,2.91,95.6
21,93,21.4,56.9,3.21,,61.0
22,93,20.0,67.0,4.35,3.128,116.0
23,93,24.4,55.1,4.39,4.154,142.3
0,94,26.8,47.4,1.04,4.425,139.8
1,94,25.4,50.5,2.59,4.225,146.1
2,94,22.3,53.5,2.66,4.098,132.3
3,94,28.9,49.6,4.0,3.518,129.2
4,94,30.2,55.5,2.9,4.934,158.5
5,94,30.6,51.9,4.08,3.73,160.1
6,94,32.5,54.8,1.38,5.224,175.7
7,94,27.7,50.1,3.39,3.357,136.0
8,94,30.7,57.4,4.35,3.824,136.1
9,94,30.9,49.9,0.79,2.243,101.3
10,94,23.9,48.0,6.77,2.197,126.7
11,94,26.9,62.8,4.79,2.352,105.4
12,94,24.0,43.7,3.0,2.288,98.4
13,94,23.5,49.2,1.76,0.808,106.2
14,94,23.2,49.9,2.74,1.036,84.3
15,94,20.5,66.4,3.13,1.534,79.0
16,94,19.3,63.2,3.66,1.341,79.9
17,94,20.2,61.4,5.25,1.523,87.6
18,94,17.8,53.0,2.29,1.672,42.5
19,94,18.0,66.7,3.84,2.834,70.9
20,94,22.0,55.2,1.06,4.228,92.8
21,94,19.2,59.1,2.38,3.091,75.0
22,94,23.8,53.8,3.57,3.749,98.5
23,94,24.6,52.4,4.04,3.865,87.6
0,95,21.5,52.3,1.87,4.794,141.8
1,95,24.9,51.5,2.34,4.856,128.6
2,95,29.9,54.1,5.19,3.939,137.4
3,95,26.6,53.9,4.74,4.013,142.1
4,95,28.4,51.3,3.31,3.916,153.5
5,95,30.7,58.3,0.35,5.958,131.6
6,95,31.5,35.7,6.77,4.029,157.0
7,95,29.3,53.8,2.97,3.327,138.1
8,95,28.1,55.2,2.53,2.886,140.9
9,95,31.4,56.3,2.22,,117.8
10,95,31.0,50.4,3.56,2.956,130.8
11,95,28.2,52.6,3.58,2.443,131.7
12,95,25.1,57.4,4.43,1.34,96.2
13,95,22.1,60.8,1.61,1.666,78.1
14,95,20.8,52.3,2.53,1.345,68.3
15,95,22.5,54.6,6.05,0.586,73.3
16,95,21.5,61.9,3.34,0.944,72.0
17,95,23.0,42.5,2.74,1.97,76.1
18,95,21.3,50.2,1.59,2.193,71.4
19,95,17.1,62.2,3.76,,77.1
20,95,22.8,58.6,4.55,3.008,83.1
21,95,19.4,56.8,4.31,3.61,89.2
22,95,21.7,51.2,2.61,3.124,107.6
23,95,24.2,48.3,3.54,4.18,118.7
0,96,29.0,48.4,5.51,4.534,144.7
1,96,32.5,58.0,4.61,4.436,148.9
2,96,28.7,48.3,1.82,4.811,147.3
3,96,28.1,52.1,0.82,4.647,156.6
4,96,30.4,47.1,3.45,5.561,147.2
5,96,31.6,54.7,4.2,4.321,151.0
6,96,29.3,48.5,1.37,4.366,158.8
7,96,33.4,49.5,2.99,3.695,122.2
8,96,29.8,42.7,2.6,3.058,143.0
9,96,29.5,43.1,3.16,2.189,108.7
10,96,28.8,51.4,2.18,3.084,113.1
11,96,27.1,45.2,4.94,2.236,102.2
12,96,26.6,62.5,3.22,1.597,95.5
13,96,22.4,43.0,1.68,1.075,63.1
14,96,21.3,49.6,4.38,1.222,90.1
15,96,19.2,54.3,1.1,1.137,72.8
16,96,21.5,51.7,4.93,,94.3
17,96,21.7,48.0,4.49,0.895,64.5
18,96,20.9,48.9,5.08,1.834,76.9
19,96,23.5,48.0,2.76,2.56,63.8
20,96,20.6,52.4,2.26,3.282,69.1
21,96,22.8,62.9,3.13,3.07,98.8
22,96,20.3,54.3,2.87,3.248,81.1
23,96,22.9,59.0,2.02,,113.6
0,97,26.3,54.6,2.17,4.913,154.7
1,97,27.9,57.2,2.45,5.027,152.2
2,97,26.9,37.9,1.24,4.731,150.9
3,97,28.3,50.0,4.02,3.816,143.4
4,97,26.2,58.7,2.92,3.746,137.7
5,97,29.1,48.4,2.54,4.036,147.6
6,97,31.7,59.3,1.33,4.746,149.0
7,97,30.9,58.1,1.26,4.022,129.5
8,97,30.3,48.6,5.9,2.248,129.0
9,97,28.6,48.9,2.06,3.106,148.9
10,97,27.5,46.7,3.92,1.874,94.4
11,97,24.9,49.4,3.24,1.651,125.3
12,97,26.3,45.9,1.16,2.425,122.5
13,97,24.5,54.8,5.69,1.61,94.3
14,97,23.4,45.7,4.03,1.817,89.2
15,97,20.4,56.9,1.85,1.356,69.6
16,97,16.3,58.2,2.96,1.629,70.9
17,97,22.3,45.0,1.28,1.586,59.9
18,97,19.0,62.1,5.74,,64.8
19,97,18.4,57.0,1.64,2.137,74.5
20,97,22.0,57.1,2.22,2.82,110.4
21,97,20.6,50.0,1.91,2.517,92.4
22,97,24.6,55.7,3.12,3.492,96.8
23,97,24.9,58.2,5.06,4.474,115.5
0,98,26.3,51.6,5.68,3.463,103.9
1,98,23.5,63.0,2.4,3.699,116.5
2,98,29.9,51.3,3.57,4.01,148.8
3,98,29.0,57.0,3.12,5.934,153.1
4,98,28.5,52.9,1.53,4.839,145.1
5,98,30.0,53.9,6.63,3.813,138.2
6,98,26.4,43.7,5.04,3.659,135.7
7,98,30.6,52.7,3.28,3.771,163.6
8,98,27.2,48.2,5.37,2.573,
9,98,25.8,48.0,4.82,2.228,119.3
10,98,24.4,61.4,3.12,2.14,116.8
11,98,28.5,50.4,3.49,1.702,108.0
12,98,23.7,47.9,5.27,1.196,80.8
13,98,26.7,50.2,1.58,1.925,70.6
14,98,21.4,47.1,5.51,0.52,90.3
15,98,18.0,61.8,2.66,2.472,98.3
16,98,18.4,51.0,5.29,1.433,74.0
17,98,22.6,55.9,2.99,1.085,75.7
18,98,19.6,60.9,3.51,0.581,84.5
19,98,19.0,51.8,2.95,1.856,61.5
20,98,20.9,56.4,2.2,3.097,68.2
21,98,22.4,48.1,2.59,3.425,103.0
22,98,24.7,64.8,5.07,3.359,76.6
23,98,26.5,56.7,0.47,3.988,112.7
0,99,24.2,51.8,1.14,3.906,114.6
1,99,23.6,49.1,1.91,4.214,140.0
2,99,26.6,51.5,1.38,4.183,129.6
3,99,29.0,49.6,5.26,4.188,161.1
4,99,27.3,61.6,4.89,4.875,143.5
5,99,27.8,45.5,3.89,3.726,
6,99,30.6,51.5,2.04,4.442,144.4
7,99,29.6,51.0,5.0,3.82,155.4
8,99,29.3,50.6,0.62,2.935,120.1
9,99,26.9,51.4,6.21,1.984,120.7
10,99,27.0,51.3,1.97,2.997,144.8
11,99,24.4,57.1,2.61,1.485,104.3
12,99,26.7,55.0,2.36,1.808,115.8
13,99,25.7,54.4,1.39,2.736,99.2
14,99,18.7,39.2,5.89,1.339,70.8
15,99,19.5,55.6,4.18,1.135,72.7
16,99,17.6,46.4,4.82,1.484,
17,99,18.8,57.6,1.16,1.685,39.3
18,99,19.7,61.4,3.27,2.359,81.4
19,99,17.2,50.2,3.78,1.002,46.9
20,99,18.7,53.1,3.41,2.456,60.8
21,99,19.4,51.2,1.26,2.119,88.1
22,99,22.8,59.3,4.61,3.449,119.6
23,99,23.8,53.3,3.18,3.761,113.1
0,100,23.4,61.6,1.57,4.958,109.2
1,100,26.5,54.1,0.22,5.09,128.6
2,100,26.3,53.3,3.91,4.159,130.3
3,100,27.9,52.0,6.68,3.989,144.0
4,100,32.6,54.3,1.48,,154.9
5,100,32.4,41.6,3.26,4.118,157.6
6,100,27.3,52.2,4.67,3.692,161.9
7,100,31.4,50.2,1.1,4.574,159.9
8,100,30.8,54.4,2.28,2.97,149.2
9,100,26.1,51.2,1.71,2.592,123.1
10,100,29.0,46.1,4.48,2.162,166.1
11,100,29.3,51.3,4.99,3.534,
12,100,22.6,47.8,3.24,1.85,108.8
13,100,21.8,43.8,1.74,2.051,119.1
14,100,24.4,56.3,2.34,1.873,85.1
15,100,21.9,56.3,2.05,1.841,67.5
16,100,21.7,55.8,1.53,1.833,91.9
17,100,20.7,60.3,2.85,1.825,89.8
18,100,20.7,50.5,3.86,1.111,63.4
19,100,17.4,47.6,3.74,2.219,99.6
20,100,22.7,52.9,2.99,2.709,79.9
21,100,23.7,51.2,3.09,3.468,107.5
22,100,21.9,49.2,2.88,3.461,122.3
23,100,23.5,52.5,1.05,4.461,118.3
0,101,21.8,50.4,3.24,4.498,131.8
1,101,27.2,42.7,2.12,3.12,134.4
2,101,28.5,49.2,0.98,4.609,
3,101,28.3,45.8,3.56,3.595,124.9
4,101,31.4,51.7,2.08,,
5,101,29.0,48.0,3.34,4.076,154.3
6,101,31.0,56.3,4.27,4.611,148.5
7,101,27.6,59.7,1.57,3.785,148.2
8,101,29.1,54.7,3.14,2.971,143.3
9,101,28.0,43.8,0.28,3.524,112.9
10,101,27.8,59.2,5.3,2.014,125.9
11,101,25.4,60.3,0.96,1.916,113.1
12,101,24.6,52.7,2.23,1.942,124.2
13,101,25.2,59.0,5.01,2.138,90.3
14,101,21.5,50.8,2.65,1.738,103.0
15,101,18.1,45.2,1.2,1.603,74.1
16,101,24.0,49.0,4.07,2.837,84.5
17,101,22.8,61.8,4.04,1.26,67.8
18,101,17.3,47.4,2.05,1.471,96.1
19,101,21.4,53.6,2.21,2.466,57.1
20,101,19.5,54.3,2.35,3.428,95.7
21,101,21.9,50.9,2.69,2.672,86.1
22,101,22.9,50.9,0.16,4.697,111.5
23,101,23.1,53.4,2.73,3.172,112.7
0,102,23.3,50.2,5.68,,134.6
1,102,24.7,45.5,1.66,4.587,
2,102,25.5,53.4,2.12,4.119,
3,102,26.7,57.4,1.22,4.368,141.1
4,102,29.0,55.6,3.92,4.791,153.2
5,102,28.2,47.5,4.8,4.761,141.6
6,102,31.2,44.4,4.77,2.836,168.1
7,102,32.6,48.8,1.13,,146.8
8,102,28.0,59.4,3.75,3.039,131.9
9,102,28.8,54.6,5.15,2.661,136.9
10,102,28.3,55.0,3.76,2.194,133.5
11,102,27.1,56.3,3.72,1.327,90.7
12,102,25.0,54.6,2.29,2.529,123.1
13,102,25.0,53.1,3.33,2.069,88.4
14,102,23.3,56.3,4.85,1.129,97.7
15,102,18.8,51.6,3.49,0.882,59.5
16,102,22.2,46.3,1.13,1.361,78.7
17,102,21.8,57.1,2.32,0.455,56.2
18,102,18.3,60.7,4.81,1.8,51.1
19,102,20.1,48.4,3.49,2.589,55.7
20,102,21.9,57.5,3.18,2.774,70.6
21,102,20.9,62.1,2.17,3.103,104.7
22,102,24.5,52.6,4.78,3.5,70.9
23,102,28.3,47.4,5.49,3.447,111.7
0,103,23.2,53.6,4.89,3.684,120.5
1,103,23.3,50.2,5.16,3.996,102.5
2,103,27.9,48.5,2.46,4.996,133.0
3,103,29.8,53.2,2.25,5.419,143.4
4,103,28.7,43.4,2.77,4.375,150.5
5,103,32.5,43.0,3.06,3.908,170.1
6,103,27.1,52.0,5.15,3.67,162.8
7,103,31.0,50.6,4.75,4.538,148.9
8,103,27.9,53.3,3.81,2.607,
9,103,31.8,59.8,0.85,3.627,114.1
10,103,31.3,51.1,0.47,3.497,
11,103,24.6,55.6,3.36,1.702,91.3
12,103,23.7,48.0,4.32,1.14,90.9
13,103,25.2,56.3,2.88,1.832,90.6
14,103,21.5,50.9,5.87,1.167,69.5
15,103,21.2,54.0,1.38,1.803,
16,103,20.5,53.3,1.19,2.611,69.7
17,103,16.1,60.3,2.0,1.58,59.1
18,103,19.8,47.5,1.95,1.387,85.4
19,103,18.6,43.0,3.79,2.128,80.1
20,103,19.5,53.1,2.37,2.787,89.9
21,103,24.1,55.1,0.68,4.093,114.9
22,103,19.8,54.8,4.34,3.145,110.3
23,103,25.1,58.6,0.36,4.025,133.9
0,104,24.2,54.9,1.39,3.647,125.3
1,104,25.5,49.5,0.57,4.921,140.0
2,104,28.8,39.7,3.31,6.283,149.0
3,104,29.0,50.1,3.28,4.475,133.6
4,104,30.2,56.1,5.87,4.483,164.0
5,104,31.5,48.6,4.37,3.975,147.1
6,104,29.1,51.4,5.16,3.108,
7,104,28.4,53.6,3.43,3.748,115.1
8,104,26.9,46.8,1.53,3.277,171.0
9,104,26.6,55.1,3.19,1.501,101.4
10,104,33.2,58.2,3.89,3.386,118.6
11,104,28.5,50.6,4.06,2.22,128.4
12,104,22.1,47.7,2.29,1.649,78.4
13,104,20.8,53.4,3.73,1.028,90.5
14,104,23.2,41.9,1.6,1.705,109.4
15,104,22.3,55.0,1.44,1.733,107.8
16,104,21.5,55.8,1.33,1.811,65.4
17,104,19.4,62.6,3.04,2.092,71.8
18,104,19.5,53.2,1.23,2.689,70.9
19,104,20.6,55.9,2.36,3.34,84.1
20,104,20.6,49.5,4.35,2.105,94.5
21,104,16.8,53.2,1.46,2.726,65.1
22,104,21.8,45.8,2.24,3.734,112.1
23,104,21.8,52.5,3.11,3.397,103.3
0,105,25.1,51.0,3.37,3.87,139.2
1,105,32.0,51.9,2.25,5.041,157.9
2,105,28.0,48.5,4.18,4.929,138.2
3,105,27.6,52.1,3.89,5.096,150.5
4,105,30.9,49.1,4.71,4.31,162.5
5,105,30.5,49.2,2.88,4.579,169.5
6,105,30.6,51.2,2.23,4.237,115.3
7,105,30.8,51.0,1.98,3.806,160.4
8,105,33.2,53.9,3.46,2.975,160.4
9,105,26.0,51.6,2.43,,127.7
10,105,28.2,49.8,2.15,2.839,137.6
11,105,24.2,51.8,2.33,1.55,122.4
12,105,25.8,48.7,1.97,0.943,92.8
13,105,21.6,51.7,3.3,1.305,
14,105,21.4,63.7,0.88,2.211,87.3
15,105,20.6,49.3,3.45,0.1,59.0
16,105,22.3,51.9,4.01,1.239,56.5
17,105,21.7,51.5,2.13,2.102,74.6
18,105,17.2,53.6,5.88,0.551,83.8
19,105,20.0,52.3,3.03,2.135,58.8
20,105,19.0,55.7,0.66,2.242,85.7
21,105,18.7,45.8,2.58,2.491,88.5
22,105,21.8,58.6,3.09,3.267,119.8
23,105,22.8,56.3,3.67,3.221,129.4
0,106,29.5,44.9,2.61,3.874,104.9
1,106,26.8,40.6,1.48,4.593,125.1
2,106,24.4,47.8,1.36,5.697,144.2
3,106,27.1,50.7,2.02,4.997,143.9
4,106,31.1,63.6,2.16,5.175,151.7
5,106,33.7,52.6,1.3,5.063,164.8
6,106,26.5,43.0,1.9,3.597,133.2
7,106,25.7,48.8,3.99,3.5,133.3
8,106,32.8,49.9,5.47,3.71,131.2
9,106,29.0,52.6,4.13,3.131,139.9
10,106,25.4,45.8,4.96,2.186,115.9
11,106,27.0,51.2,4.46,2.157,105.7
12,106,19.4,50.6,4.25,2.515,92.5
13,106,23.4,47.5,2.49,1.911,67.3
14,106,22.8,54.4,3.21,1.165,101.1
15,106,23.0,57.0,2.37,1.41,68.6
16,106,18.3,58.7,2.67,0.789,102.6
17,106,20.0,56.9,3.1,2.755,90.2
18,106,17.8,52.2,4.07,2.476,102.2
19,106,20.4,57.5,3.63,2.24,88.3
20,106,18.6,56.0,2.76,3.672,93.1
21,106,20.3,54.6,3.08,3.344,83.3
22,106,20.2,50.9,3.65,3.117,81.5
23,106,24.7,50.1,4.0,4.297,132.0
0,107,26.4,52.5,0.72,4.707,131.0
1,107,25.5,64.6,1.38,4.982,146.8
2,107,27.2,53.3,4.66,3.708,144.3
3,107,25.3,49.4,2.91,4.033,146.9
4,107,28.4,47.3,2.36,5.259,151.5
5,107,29.4,48.7,2.6,5.164,175.8
6,107,34.9,60.4,2.6,5.001,157.0
7,107,27.2,49.8,3.84,4.544,155.8
8,107,31.9,55.0,1.34,3.82,154.9
9,107,30.2,49.1,3.04,3.139,131.7
10,107,27.7,53.0,3.37,1.903,86.8
11,107,29.4,55.1,3.59,1.813,121.5
12,107,25.4,49.5,3.33,0.679,105.6
13,107,24.1,49.6,3.77,1.239,57.2
14,107,22.0,61.7,2.14,0.36,52.9
15,107,23.5,57.9,1.59,2.093,110.1
16,107,22.5,57.2,6.69,1.318,70.7
17,107,18.6,58.4,2.55,0.55,56.6
18,107,17.0,57.2,2.72,1.672,60.3
19,107,19.4,64.3,4.02,3.096,66.5
20,107,18.7,54.6,5.39,2.262,73.7
21,107,21.0,56.6,2.18,2.651,99.9
22,107,24.6,45.4,1.5,2.875,93.5
23,107,22.4,49.1,1.14,3.139,112.8
0,108,24.5,46.6,5.39,4.216,148.6
1,108,26.0,58.6,1.44,4.368,122.7
2,108,28.8,38.6,2.96,4.466,144.2
3,108,23.6,50.9,1.53,4.279,159.1
4,108,27.7,36.7,0.83,4.565,137.6
5,108,29.8,46.9,2.56,3.732,149.0
6,108,32.0,47.9,1.59,4.409,182.2
7,108,28.4,58.4,1.96,2.97,133.6
8,108,25.2,54.4,6.01,2.35,145.5
9,108,29.4,47.0,3.64,3.29,132.0
10,108,25.8,57.6,4.4,2.351,145.5
11,108,23.5,53.0,4.24,2.085,83.9
12,108,23.3,53.2,2.85,2.695,107.9
13,108,22.9,47.1,2.34,1.453,64.6
14,108,20.9,48.8,3.37,1.219,66.7
15,108,16.6,50.9,3.25,0.909,57.3
16,108,22.1,53.6,2.15,1.333,63.3
17,108,22.3,53.7,3.19,1.181,45.0
18,108,20.9,61.5,1.94,2.082,69.7
19,108,17.5,56.7,2.74,2.321,81.1
20,108,19.9,40.5,2.5,2.878,59.8
21,108,21.0,55.0,1.1,3.294,82.2
22,108,23.3,45.8,0.53,4.263,145.7
23,108,24.6,47.8,1.59,4.097,118.1
0,109,23.1,49.0,5.71,3.64,89.1
1,109,26.0,48.9,2.54,4.012,106.9
2,109,28.0,44.7,4.16,3.705,135.4
3,109,31.0,51.7,0.19,5.726,160.0
4,109,30.3,43.9,1.49,4.348,140.7
5,109,30.9,52.5,0.97,4.097,182.8
6,109,29.7,62.3,2.7,3.817,187.5
7,109,32.2,43.7,6.63,3.263,
8,109,29.7,49.7,3.69,4.005,159.1
9,109,26.4,39.5,5.54,2.28,137.9
10,109,29.8,49.5,2.62,3.859,149.4
11,109,27.2,55.0,5.05,1.879,97.0
12,109,23.7,56.5,6.11,2.338,132.5
13,109,22.3,53.7,2.84,1.849,
14,109,22.6,57.7,2.19,1.595,87.3
15,109,21.9,66.2,1.02,2.317,82.0
16,109,20.6,62.4,2.54,2.005,72.0
17,109,20.3,51.3,3.12,1.912,74.3
18,109,22.9,45.9,6.05,2.891,61.1
19,109,21.9,51.4,1.06,2.281,44.3
20,109,20.6,49.1,3.09,2.152,72.3
21,109,22.9,55.4,0.28,,76.6
22,109,20.0,48.1,2.36,4.327,116.5
23,109,24.0,52.4,3.47,4.59,124.6
0,110,28.1,55.8,3.77,4.028,120.5
1,110,25.3,51.9,3.88,3.13,141.3
2,110,25.3,47.7,3.6,4.3,137.9
3,110,26.7,57.9,3.87,3.908,
4,110,26.6,42.6,3.07,4.111,143.7
5,110,27.7,50.0,1.43,3.827,164.8
6,110,28.7,51.2,0.22,3.421,115.9
7,110,26.5,52.1,2.18,4.505,152.6
8,110,28.8,52.2,2.8,2.891,143.5
